cntry,polintr,trstplt,vote,clsprty,gndr,yrbrn,eduyrs
IT,2,4,1,2,1,1984,13
IT,3,0,2,2,2,2004,12
IT,3,1,1,2,1,1936,8
IT,4,0,2,2,1,1963,11
IT,2,7,1,1,2,1971,14
IT,3,6,1,2,2,1975,20
IT,4,0,2,1,2,1932,3
IT,3,3,3,2,1,2002,13
IT,4,6,2,2,1,1942,5
IT,2,3,1,1,2,1965,13
IT,3,1,1,2,2,1976,15
IT,1,3,1,2,2,1959,13
IT,3,4,1,1,1,1954,5
IT,3,6,2,2,2,2000,16
IT,3,3,3,2,2,2005,14
IT,3,5,1,2,2,1998,16
IT,2,4,1,1,1,1997,18
IT,2,0,1,2,1,1971,13
IT,3,5,1,8,2,1999,18
IT,3,6,2,2,1,1963,12
IT,3,5,1,7,1,1957,13
IT,2,4,2,1,2,1999,11
IT,2,6,3,8,2,1989,15
IT,4,2,2,2,1,1993,11
IT,3,0,2,2,2,1999,13
IT,3,1,1,2,2,1974,20
IT,3,7,1,2,1,1937,5
IT,3,1,1,2,2,1955,5
IT,2,0,1,2,1,1975,8
IT,3,0,1,8,2,1978,13
IT,3,2,1,2,2,1982,8
IT,3,1,3,2,1,2002,13
IT,2,4,1,2,1,1969,13
IT,2,6,1,2,1,1988,19
IT,4,4,2,2,1,2001,77
IT,2,0,1,2,2,1980,20
IT,3,0,2,2,1,1967,13
IT,3,3,3,2,2,1963,8
IT,3,6,2,2,1,1946,11
IT,3,4,3,1,1,1983,6
IT,2,4,1,2,1,1968,17
IT,2,2,1,2,1,1951,7
IT,3,6,2,2,2,2002,11
IT,2,3,1,2,1,1961,13
IT,3,0,2,2,2,1955,5
IT,2,1,1,2,2,1977,13
IT,4,0,1,2,2,1973,8
IT,4,4,3,2,2,2004,11
IT,4,0,8,2,2,1983,13
IT,3,5,1,2,2,1961,77
IT,3,0,1,2,2,1969,13
IT,2,7,1,1,2,1958,14
IT,2,4,1,1,2,1981,13
IT,2,2,1,2,1,1965,16
IT,4,0,1,2,1,1951,13
IT,4,0,1,2,2,1968,13
IT,4,4,2,2,1,1987,13
IT,4,4,2,2,1,2003,13
IT,4,0,2,2,2,1952,5
IT,3,8,2,2,2,1970,13
IT,3,6,2,2,2,2001,17
IT,1,2,1,1,2,1961,18
IT,3,3,1,2,1,1974,22
IT,3,1,2,2,1,1976,8
IT,4,0,1,2,1,1975,8
IT,3,4,1,2,2,1959,11
IT,4,10,3,2,2,2006,9
IT,3,2,2,2,2,1959,10
IT,3,0,7,2,2,1956,13
IT,4,6,1,8,2,1967,7
IT,3,0,2,2,2,1972,13
IT,1,7,1,1,1,1961,18
IT,1,1,1,1,2,1968,17
IT,2,6,1,1,2,1985,13
IT,4,4,1,1,2,1952,23
IT,2,3,1,1,1,1948,10
IT,4,0,7,2,1,1991,10
IT,3,7,2,2,1,1983,16
IT,3,0,1,2,2,1993,14
IT,4,0,1,2,2,1995,13
IT,4,4,1,2,2,1966,8
IT,3,2,2,1,1,1995,19
IT,1,3,1,1,2,1963,9
IT,4,0,7,2,1,1992,16
IT,3,6,2,2,1,1948,12
IT,2,6,2,1,2,1942,12
IT,2,3,1,2,2,1956,77
IT,2,3,1,1,1,1941,5
IT,1,6,1,1,1,1955,13
IT,3,8,1,2,2,1968,13
IT,4,3,2,2,2,1947,5
IT,3,5,1,1,1,1941,7
IT,3,0,1,1,2,1991,16
IT,2,0,1,2,2,1967,8
IT,3,5,1,2,1,1997,13
IT,3,3,2,2,1,1979,13
IT,4,4,1,2,2,1996,18
IT,3,5,1,1,2,1953,13
IT,2,2,1,2,1,1970,18
IT,4,0,3,2,2,1998,12
IT,2,4,1,2,1,1954,13
IT,4,0,1,2,2,1970,13
IT,4,0,2,2,1,1965,13
IT,2,4,1,1,1,1966,15
IT,2,6,1,1,1,1955,13
IT,4,1,1,2,2,1951,14
IT,3,7,1,2,2,1977,16
IT,4,4,1,2,2,1947,5
IT,2,5,8,2,1,1947,13
IT,3,4,1,2,2,1990,13
IT,1,6,1,2,1,1953,21
IT,3,10,1,2,1,1967,19
IT,3,4,1,1,2,1944,5
IT,3,4,2,2,1,1958,13
IT,4,4,3,2,1,2004,12
IT,2,3,1,1,1,1977,16
IT,2,5,1,2,1,1992,14
IT,3,2,2,2,2,1983,13
IT,2,5,1,1,2,1968,13
IT,3,6,1,2,2,1964,10
IT,3,2,1,1,2,1954,11
IT,2,4,1,1,1,1951,18
IT,3,4,1,2,2,1987,13
IT,3,5,1,2,1,1972,11
IT,2,7,1,2,1,1940,8
IT,2,5,1,2,1,1960,13
IT,4,4,1,2,2,1950,8
IT,1,7,3,1,1,2005,11
IT,2,0,1,2,2,1969,15
IT,4,0,1,2,2,1956,15
IT,4,1,2,2,2,1952,8
IT,4,0,1,1,1,1964,8
IT,2,4,3,1,2,2000,14
IT,2,2,1,2,1,1971,8
IT,4,3,1,2,1,1966,8
IT,3,2,1,1,1,1970,9
IT,1,5,1,2,1,1952,20
IT,4,0,1,2,2,1971,13
IT,3,0,1,2,2,1991,17
IT,4,5,1,2,2,1973,13
IT,2,2,1,1,1,1994,24
IT,3,0,2,2,2,1961,13
IT,3,3,1,2,2,1995,14
IT,2,6,1,1,1,1948,11
IT,2,4,1,2,1,7777,13
IT,3,3,1,2,2,1967,18
IT,3,0,1,2,2,1968,8
IT,3,7,1,2,1,1959,15
IT,3,2,1,2,2,1991,8
IT,4,0,1,2,2,1959,13
IT,4,2,1,1,2,1972,13
IT,2,3,1,1,2,1964,13
IT,3,2,1,8,2,1938,5
IT,4,2,2,2,1,1949,13
IT,1,0,1,1,2,1955,18
IT,4,2,3,8,2,2003,13
IT,3,4,1,1,1,1972,13
IT,2,2,1,1,1,7777,8
IT,3,2,1,2,2,1999,16
IT,4,0,2,2,2,1943,6
IT,3,2,1,1,1,1936,5
IT,3,5,1,2,1,1959,8
IT,3,4,1,2,1,1959,8
IT,2,4,1,2,1,1967,13
IT,4,2,1,1,2,1969,13
IT,3,2,1,2,2,1957,11
IT,2,2,1,2,2,1980,15
IT,2,0,1,1,1,1949,14
IT,4,6,2,2,2,1995,13
IT,3,3,2,2,1,1998,20
IT,1,0,1,1,2,8888,12
IT,2,2,1,2,2,1960,12
IT,4,1,2,2,1,1938,5
IT,4,3,1,1,2,1977,14
IT,2,3,1,1,1,1999,13
IT,3,0,1,2,1,1985,18
IT,4,1,3,2,2,1954,12
IT,4,0,1,2,2,1972,15
IT,1,0,1,2,1,1972,13
IT,2,4,1,2,2,1951,18
IT,3,4,1,2,2,1958,16
IT,3,0,1,2,1,1971,21
IT,4,8,1,1,2,1953,8
IT,1,6,1,1,1,1994,18
IT,4,1,1,2,1,1979,10
IT,4,1,2,2,2,1936,8
IT,3,4,2,2,2,1982,9
IT,4,5,3,2,1,2000,8
IT,1,1,1,1,2,1959,16
IT,3,4,1,2,1,1953,13
IT,4,4,1,2,2,1960,10
IT,3,7,1,2,1,1969,19
IT,3,4,1,2,2,1985,13
IT,4,4,1,8,2,2005,13
IT,2,3,1,2,1,1982,18
IT,2,2,1,2,1,1990,11
IT,2,4,1,2,1,1964,13
IT,3,3,1,2,2,1962,12
IT,4,0,1,2,2,1969,8
IT,3,5,1,1,2,1971,8
IT,3,2,1,2,2,1968,13
IT,4,2,2,2,1,1997,14
IT,3,4,1,2,2,1959,14
IT,4,3,7,2,2,1943,5
IT,3,0,1,2,1,1957,13
IT,3,0,1,2,2,1961,13
IT,2,4,2,2,2,1984,16
IT,2,4,1,2,1,1962,13
IT,2,6,1,1,2,1950,13
IT,4,4,2,2,1,1959,8
IT,2,5,1,1,1,1983,13
IT,3,2,1,8,1,1988,18
IT,3,3,2,8,1,1997,14
IT,3,2,2,2,2,1964,13
IT,2,6,1,2,2,1942,5
IT,4,0,1,1,2,1978,21
IT,3,7,1,2,1,1953,13
IT,3,1,2,2,2,1961,8
IT,3,6,2,2,2,1946,5
IT,4,0,1,1,1,1984,14
IT,3,6,1,2,2,1982,15
IT,1,4,1,1,2,1961,88
IT,3,0,2,2,2,1952,12
IT,4,1,2,2,2,2001,14
IT,3,0,2,2,1,1985,16
IT,1,5,1,1,1,1957,13
IT,4,5,3,2,2,1998,10
IT,4,3,2,2,1,1955,12
IT,4,6,2,2,2,2004,8
IT,3,0,1,2,1,1942,5
IT,2,2,1,1,2,1972,19
IT,3,6,1,2,2,1960,12
IT,4,0,1,2,2,1946,8
IT,3,1,2,2,2,1958,14
IT,3,0,1,2,1,1978,10
IT,2,0,1,2,2,1971,20
IT,3,5,1,2,2,1970,13
IT,3,2,3,2,1,2006,13
IT,4,4,1,2,2,1961,8
IT,3,2,2,2,2,1956,8
IT,3,6,1,8,1,1955,9
IT,3,0,1,2,2,1966,14
IT,2,8,1,1,2,1969,18
IT,3,5,1,2,2,1974,13
IT,4,2,2,2,2,1995,12
IT,3,0,1,7,1,1962,11
IT,3,0,2,2,2,1977,9
IT,4,5,2,2,2,7777,88
IT,4,3,1,1,1,1949,5
IT,3,5,1,2,1,1961,8
IT,3,3,1,1,2,1995,18
IT,2,4,1,2,1,7777,77
IT,4,0,1,2,2,1999,13
IT,2,6,1,1,1,1949,8
IT,4,3,1,2,2,1990,8
IT,2,0,1,1,1,1956,13
IT,4,3,2,2,2,1951,8
IT,3,5,1,1,1,1939,5
IT,3,5,8,2,2,1958,12
IT,2,5,1,1,2,1943,11
IT,3,2,1,2,1,1972,22
IT,4,0,1,2,2,1950,13
IT,3,2,1,1,1,1986,18
IT,3,1,1,1,1,1954,10
IT,1,3,1,1,2,1977,13
IT,3,1,1,2,2,1954,8
IT,4,5,2,2,2,1973,14
IT,2,3,1,2,1,1996,18
IT,3,6,3,2,2,2005,11
IT,4,2,3,8,2,1985,12
IT,4,0,1,2,1,1992,13
IT,3,4,1,1,2,1977,20
IT,3,3,2,2,2,1961,18
IT,3,0,1,2,2,1999,15
IT,2,5,1,1,1,1961,8
IT,4,0,1,2,2,1963,8
IT,3,5,1,2,1,1978,13
IT,2,2,2,2,1,1932,8
IT,2,6,1,2,2,1983,16
IT,4,0,1,2,2,1986,16
IT,3,2,1,2,2,1986,10
IT,4,3,7,2,1,1980,12
IT,3,4,1,1,2,1994,19
IT,4,6,2,2,1,1955,88
IT,1,4,1,2,2,1972,18
IT,4,0,2,2,2,1962,6
IT,2,4,1,1,1,1957,21
IT,3,3,1,2,2,1998,8
IT,3,6,1,2,2,1939,77
IT,2,2,3,2,2,2005,13
IT,4,0,1,2,2,1982,9
IT,4,5,1,1,2,1940,3
IT,1,7,1,2,2,1960,13
IT,3,2,3,2,2,1999,16
IT,3,5,1,2,2,1959,13
IT,4,3,2,2,2,1995,15
IT,3,0,2,2,2,1946,8
IT,1,2,1,1,1,1996,25
IT,4,1,1,2,2,1940,8
IT,3,1,3,2,2,1972,10
IT,4,88,1,8,2,1970,19
IT,2,4,2,1,1,1944,8
IT,2,1,1,2,1,1979,13
IT,3,4,3,2,1,1987,6
IT,2,5,1,1,1,1948,13
IT,2,0,2,1,1,1948,12
IT,2,4,3,2,2,2003,13
IT,3,3,1,2,2,1963,13
IT,2,6,2,2,1,2002,14
IT,4,6,3,2,2,2002,13
IT,3,6,1,2,1,1968,18
IT,2,7,1,1,1,1940,16
IT,3,1,1,2,2,1949,11
IT,2,3,1,1,1,1940,8
IT,2,7,1,2,1,2000,19
IT,4,1,1,2,2,1961,8
IT,2,7,1,1,1,1970,14
IT,2,2,1,2,2,1965,8
IT,2,4,1,1,1,1964,16
IT,3,2,1,2,1,1982,14
IT,3,6,1,2,1,1938,10
IT,3,0,1,1,1,1948,14
IT,2,3,3,1,1,2001,14
IT,3,0,1,2,1,1963,8
IT,3,5,1,2,1,1958,12
IT,4,0,2,2,2,1949,5
IT,3,1,2,2,1,1983,13
IT,4,2,1,7,1,1997,8
IT,3,3,1,1,2,1948,8
IT,4,0,2,2,2,1985,21
IT,2,0,1,2,2,1957,8
IT,3,7,1,1,2,1951,11
IT,2,0,1,2,2,1947,10
IT,2,0,1,2,2,2001,18
IT,2,5,2,2,1,2000,15
IT,4,0,2,2,2,1932,5
IT,3,8,2,2,2,1996,8
IT,2,2,1,2,1,1960,19
IT,3,7,1,2,2,1984,10
IT,2,3,1,2,2,1973,13
IT,4,1,2,2,2,1940,3
IT,3,2,1,2,1,1972,20
IT,3,0,2,2,2,1981,11
IT,3,5,1,2,2,1952,13
IT,2,5,1,7,2,1963,13
IT,4,6,2,2,2,1954,9
IT,3,5,1,2,2,1955,13
IT,2,6,1,1,1,1963,15
IT,4,0,1,2,2,1947,8
IT,4,3,3,2,2,1932,5
IT,2,7,1,1,1,1951,16
IT,2,5,1,1,1,1941,13
IT,4,1,1,2,1,1971,13
IT,4,6,2,2,1,2003,12
IT,2,0,1,2,2,1948,19
IT,3,0,2,2,1,1982,13
IT,4,0,2,2,1,1949,0
IT,3,4,2,2,1,1976,8
IT,4,0,1,2,2,1958,13
IT,3,1,1,2,1,1968,8
IT,2,0,2,2,2,1985,20
IT,3,1,2,2,1,1969,13
IT,4,3,7,2,2,1938,14
IT,4,0,1,2,2,1991,13
IT,3,0,1,2,2,1941,13
IT,4,6,2,2,2,1970,13
IT,1,5,1,1,1,1945,22
IT,4,88,3,2,1,1988,15
IT,3,3,2,2,2,1947,5
IT,4,7,3,2,1,2001,13
IT,3,4,7,2,1,1945,8
IT,3,1,3,2,2,2004,15
IT,3,6,1,2,1,1985,13
IT,3,1,1,2,1,1970,13
IT,4,0,3,2,1,1980,6
IT,2,2,2,1,1,1939,9
IT,3,2,1,2,1,1997,15
IT,4,0,2,2,1,1969,13
IT,3,4,2,1,1,1987,13
IT,1,5,1,1,2,1965,25
IT,3,0,2,2,1,1971,8
IT,4,5,3,2,2,1984,14
IT,4,0,2,2,2,1938,4
IT,3,0,1,2,1,1982,12
IT,3,1,1,2,1,1941,5
IT,4,0,1,1,2,1947,8
IT,2,7,1,1,2,1994,20
IT,4,2,3,2,2,1998,16
IT,3,3,3,2,1,2006,15
IT,3,4,2,2,1,1971,15
IT,3,7,1,2,2,1980,88
IT,2,6,1,1,2,1993,21
IT,4,0,2,2,2,1995,18
IT,2,5,1,2,1,1973,11
IT,2,0,1,2,2,1957,8
IT,3,5,1,2,2,1965,17
IT,3,0,2,2,1,1983,13
IT,4,6,1,2,1,1976,13
IT,3,3,1,2,2,1941,6
IT,3,5,1,2,1,1985,12
IT,3,88,8,1,2,1969,77
IT,1,3,2,1,2,1941,18
IT,4,4,1,2,2,1969,8
IT,3,3,1,2,1,1973,11
IT,3,0,1,2,1,1957,15
IT,3,2,1,2,2,1969,13
IT,3,3,2,2,1,1971,9
IT,3,4,3,2,2,2002,14
IT,3,4,1,2,1,1935,8
IT,2,2,2,1,2,1955,13
IT,3,0,8,2,1,1953,8
IT,2,6,1,8,1,1947,8
IT,1,7,1,1,1,1971,15
IT,3,0,1,2,1,1978,13
IT,4,5,1,1,2,1945,8
IT,4,2,1,2,2,1979,13
IT,4,4,1,2,1,1947,7
IT,2,6,1,2,1,1993,20
IT,4,0,1,2,1,1944,8
IT,3,77,2,2,1,1969,13
IT,3,4,3,2,1,2003,13
IT,3,2,1,2,1,1942,8
IT,2,5,1,2,1,1973,14
IT,3,0,1,1,2,1961,8
IT,3,1,1,2,1,1999,13
IT,3,0,2,2,1,1989,13
IT,2,4,1,2,1,1975,9
IT,4,0,1,2,2,1950,5
IT,2,5,1,1,1,1963,15
IT,4,2,2,2,2,1951,8
IT,4,0,1,1,1,1944,8
IT,4,0,1,1,1,1965,8
IT,2,1,1,2,2,1983,13
IT,2,6,1,8,2,1961,14
IT,3,0,1,2,2,1973,10
IT,3,3,1,2,2,1993,16
IT,3,2,1,2,2,1947,18
IT,2,5,1,2,1,1975,13
IT,3,3,2,2,2,2005,11
IT,4,0,1,7,2,1971,13
IT,3,2,2,2,1,1995,13
IT,3,1,1,1,2,1961,13
IT,3,4,1,1,2,1954,8
IT,4,4,1,2,2,1961,13
IT,3,2,2,2,1,1969,9
IT,3,2,1,2,1,1964,14
IT,4,3,2,1,2,1954,11
IT,1,6,1,1,1,1973,18
IT,3,5,1,2,2,1999,17
IT,1,5,1,2,2,1984,16
IT,3,6,1,1,1,1942,5
IT,4,2,2,2,2,1958,18
IT,4,1,2,2,2,1975,18
IT,3,2,2,2,1,1968,77
IT,2,4,2,2,2,2000,15
IT,2,2,1,1,1,1947,10
IT,4,5,1,2,2,1989,16
IT,2,5,1,2,1,1954,10
IT,2,6,1,1,1,1945,13
IT,3,0,2,2,1,2001,13
IT,2,1,1,1,1,1985,11
IT,2,4,1,1,1,1983,19
IT,3,7,1,1,2,1935,5
IT,4,5,2,2,2,1953,8
IT,3,3,1,8,2,1965,11
IT,2,0,1,2,1,1990,21
IT,2,2,1,1,2,1981,12
IT,1,2,1,1,1,1978,13
IT,2,5,1,1,1,1972,13
IT,3,2,1,2,2,1992,11
IT,4,4,1,1,2,1973,8
IT,4,4,1,1,2,1998,13
IT,4,1,2,2,2,1948,12
IT,3,5,2,2,1,1990,13
IT,4,6,2,2,1,1974,88
IT,2,5,2,1,1,7777,13
IT,4,0,2,2,1,2002,9
IT,4,10,3,2,2,1987,15
IT,3,6,1,2,1,7777,8
IT,3,5,1,2,1,1986,13
IT,3,5,1,2,2,1974,16
IT,3,4,1,1,2,1959,12
IT,3,3,1,2,1,1947,13
IT,2,4,1,2,1,1946,8
IT,4,0,1,2,1,1976,13
IT,4,3,7,2,2,1992,10
IT,3,8,1,2,1,1962,18
IT,2,2,1,2,1,1967,14
IT,3,7,3,2,1,1983,10
IT,3,3,1,2,2,1960,13
IT,2,2,1,1,1,1947,14
IT,4,5,2,2,2,1942,6
IT,3,4,1,1,2,1972,13
IT,3,4,7,1,2,1999,13
IT,2,4,1,1,1,1986,21
IT,3,2,1,2,2,1955,8
IT,4,4,1,1,2,1965,8
IT,3,3,1,2,2,1974,13
IT,1,0,3,2,1,1998,13
IT,3,3,1,1,1,1980,8
IT,4,0,1,2,2,1959,13
IT,3,4,1,2,2,1975,13
IT,2,7,1,1,1,1959,18
IT,3,4,1,2,2,1962,18
IT,4,3,1,2,2,1989,18
IT,3,4,1,2,2,1974,8
IT,4,5,2,2,2,7777,12
IT,3,1,1,2,1,1972,22
IT,3,3,1,2,2,1970,8
IT,4,4,2,2,2,1954,8
IT,2,6,1,1,2,1956,8
IT,3,1,1,8,1,1950,13
IT,2,6,1,1,1,1956,17
IT,3,4,1,2,2,1983,26
IT,2,6,1,2,1,7777,16
IT,2,6,3,2,2,7777,20
IT,3,0,2,2,2,1961,12
IT,4,2,1,2,2,1973,10
IT,2,5,1,1,1,1968,14
IT,3,2,1,2,1,1997,13
IT,1,5,1,1,1,1977,22
IT,3,0,1,2,2,1958,9
IT,3,5,1,2,2,1950,10
IT,2,7,1,2,2,1958,11
IT,3,4,1,2,2,1950,5
IT,2,2,3,2,2,2001,14
IT,3,6,2,2,1,1991,13
IT,1,0,1,2,2,1969,16
IT,2,9,3,2,2,1944,88
IT,3,6,1,1,2,1977,15
IT,2,3,1,2,1,1961,14
IT,3,2,1,1,1,1964,14
IT,2,5,1,1,1,1995,12
IT,2,4,7,2,1,1960,13
IT,4,4,1,2,2,2002,15
IT,4,1,3,2,1,1997,10
IT,3,4,1,1,2,1999,10
IT,2,6,1,2,1,1990,15
IT,3,6,1,2,2,1939,5
IT,2,6,1,8,1,1993,13
IT,3,1,1,1,2,1960,13
IT,2,4,1,1,1,1968,8
IT,4,4,2,2,1,7777,13
IT,4,2,1,1,1,1995,12
IT,3,1,1,2,1,1995,16
IT,2,6,1,2,2,1973,13
IT,3,0,1,1,2,1957,17
IT,4,0,1,2,2,1972,13
IT,3,3,3,2,1,1973,13
IT,2,3,1,1,1,1946,8
IT,4,3,3,2,1,2003,11
IT,4,3,1,2,2,1961,13
IT,3,5,1,2,2,1964,8
IT,4,4,2,2,2,7777,88
IT,3,4,1,1,1,1944,10
IT,3,7,2,2,2,1948,19
IT,2,3,1,2,1,1978,14
IT,2,3,1,2,1,1955,11
IT,4,5,2,8,2,1975,12
IT,2,4,7,2,2,1976,8
IT,2,6,1,1,1,1968,19
IT,2,1,1,1,1,1944,19
IT,2,1,1,2,2,1959,17
IT,4,77,2,7,1,1997,11
IT,2,1,2,2,2,1950,24
IT,4,3,2,2,2,1950,5
IT,4,4,1,2,1,1958,8
IT,4,0,2,2,2,1941,5
IT,3,7,1,7,1,1981,19
IT,3,1,1,2,1,1961,8
IT,3,3,1,2,2,1999,12
IT,3,5,2,2,1,1956,77
IT,4,5,2,2,2,1957,8
IT,3,0,1,1,1,1956,8
IT,4,2,2,2,1,1979,13
IT,4,4,2,2,2,1975,8
IT,4,5,3,2,2,1958,13
IT,3,2,1,2,1,1971,8
IT,1,4,1,1,1,1973,13
IT,2,3,1,1,1,1975,12
IT,2,5,1,1,1,1975,15
IT,2,0,2,2,2,1951,13
IT,3,2,2,1,1,1950,8
IT,2,4,1,2,1,1969,9
IT,4,0,1,2,2,1957,8
IT,4,5,1,2,2,1964,13
IT,3,0,3,2,2,2002,12
IT,3,5,1,1,1,1948,8
IT,3,4,1,2,2,1955,5
IT,4,0,3,2,1,2003,13
IT,4,3,1,2,2,1980,13
IT,4,0,1,2,2,1965,14
IT,3,5,1,2,2,7777,16
IT,3,3,2,2,1,1981,5
IT,3,2,2,2,1,1995,15
IT,3,0,1,2,2,1989,77
IT,2,3,1,2,2,1984,14
IT,3,6,1,2,1,1960,88
IT,3,1,2,2,2,1969,11
IT,1,2,1,1,1,1957,19
IT,2,6,1,1,1,1972,21
IT,2,5,1,2,1,7777,88
IT,4,0,2,2,1,1996,8
IT,3,0,1,2,1,1963,14
IT,3,6,1,1,2,1984,20
IT,4,3,1,2,2,1966,11
IT,3,4,2,2,1,1975,13
IT,4,9,3,8,1,2006,10
IT,4,2,3,2,1,2005,10
IT,2,1,1,2,2,2002,13
IT,4,2,2,2,2,1997,11
IT,3,1,1,2,2,1963,12
IT,2,8,1,2,2,1959,14
IT,3,0,1,2,1,1991,16
IT,2,7,1,2,1,1966,18
IT,3,3,1,2,2,1997,17
IT,4,5,3,2,2,2003,12
IT,3,1,1,1,1,1997,18
IT,4,0,1,2,1,1965,13
IT,4,0,1,2,2,1966,8
IT,3,3,3,2,1,1967,8
IT,3,0,1,2,2,1964,13
IT,1,4,1,2,2,1999,16
IT,3,4,1,2,1,1974,20
IT,4,2,3,2,1,1961,77
IT,2,1,1,2,2,1972,13
IT,4,6,3,2,1,1996,10
IT,2,2,3,2,2,7777,12
IT,3,6,1,2,1,1960,13
IT,4,3,1,1,2,1999,16
IT,3,4,1,2,2,7777,13
IT,4,2,1,2,1,1946,5
IT,2,1,1,2,1,1936,5
IT,3,5,2,2,1,2003,88
IT,3,2,2,2,2,1976,13
IT,3,2,2,2,2,1958,14
IT,2,4,1,1,2,1946,13
IT,1,0,1,2,1,1947,13
IT,3,0,2,2,1,1996,8
IT,3,2,1,1,1,1978,13
IT,3,3,1,1,2,8888,13
IT,2,3,1,2,2,1971,8
IT,3,4,1,2,1,1970,13
IT,3,5,2,2,1,2000,77
IT,1,7,1,1,2,1961,8
IT,3,3,2,7,1,1962,77
IT,3,6,1,1,2,1974,13
IT,2,5,2,2,2,1944,17
IT,2,4,1,1,1,1966,8
IT,4,3,2,2,1,1975,19
IT,1,1,1,1,2,1964,13
IT,3,5,2,2,1,1992,13
IT,2,6,1,2,2,1990,22
IT,4,4,1,1,2,1965,8
IT,2,2,1,1,1,1956,20
IT,4,0,2,2,2,2003,12
IT,4,0,1,2,2,1960,17
IT,2,8,1,8,2,1990,16
IT,2,6,1,2,2,1945,18
IT,4,5,3,2,2,1956,8
IT,4,3,2,7,1,1973,8
IT,4,0,1,1,2,1980,13
IT,2,5,2,1,1,1990,13
IT,4,8,2,2,2,1966,8
IT,2,3,1,1,2,1960,20
IT,3,6,1,8,2,1949,8
IT,3,2,1,2,1,1996,9
IT,4,0,1,1,1,1940,13
IT,4,2,2,2,1,2003,14
IT,1,5,1,1,1,1942,7
IT,3,4,1,2,2,1988,18
IT,2,9,1,1,2,1985,13
IT,2,3,1,1,1,1967,20
IT,2,3,1,1,2,1995,15
IT,3,2,1,1,2,1981,13
IT,4,88,7,8,1,2006,10
IT,4,4,1,2,2,1964,15
IT,3,5,1,7,2,1963,19
IT,3,0,1,2,2,1966,11
IT,4,3,2,2,2,1945,5
IT,2,3,2,2,1,1974,13
IT,4,2,1,2,2,1965,14
IT,4,6,2,8,1,1954,13
IT,4,9,3,8,1,2005,8
IT,3,3,2,1,2,1991,18
IT,3,6,1,2,2,1940,77
IT,2,0,1,1,1,1948,5
IT,2,5,1,1,2,1997,18
IT,3,2,1,2,2,1984,13
IT,3,2,7,2,1,1974,88
IT,2,5,1,1,1,1970,13
IT,2,7,1,1,2,1970,18
IT,3,3,3,2,2,1950,14
IT,3,0,2,2,2,1975,13
IT,4,5,7,2,1,2000,13
IT,3,1,2,2,2,1980,13
IT,3,2,2,2,2,1992,18
IT,2,1,2,8,2,7777,8
IT,3,7,1,2,1,1968,13
IT,2,4,1,2,1,1959,18
IT,3,6,1,1,2,1988,18
IT,4,5,1,2,2,1984,18
IT,3,5,1,2,1,1973,13
IT,3,6,1,2,1,1992,14
IT,1,3,1,2,1,1952,8
IT,3,2,1,2,2,1972,14
IT,3,1,1,2,1,1973,88
IT,3,5,8,8,1,1993,13
IT,3,5,1,1,2,1975,13
IT,4,0,2,2,2,1955,12
IT,2,4,1,1,1,1966,20
IT,3,0,1,1,2,1978,11
IT,4,5,1,2,2,1999,13
IT,3,1,1,1,2,1983,16
IT,3,3,1,1,2,1966,8
IT,2,5,1,1,1,1985,17
IT,2,0,1,1,1,1956,8
IT,4,0,2,2,1,1952,20
IT,1,8,1,1,2,1975,18
IT,2,4,1,1,1,1954,8
IT,4,7,3,2,1,2006,10
IT,2,6,1,1,1,1962,18
IT,3,6,2,2,2,1969,7
IT,3,3,1,2,2,1975,13
IT,4,8,2,2,2,1949,5
IT,3,0,3,2,2,1965,8
IT,3,1,1,2,1,1970,15
IT,3,0,1,2,2,1986,16
IT,3,0,1,2,2,1980,13
IT,3,6,1,2,2,1977,88
IT,3,1,2,2,1,1950,8
IT,3,2,1,1,2,1946,13
IT,4,0,1,1,2,1944,8
IT,2,5,1,1,2,1979,8
IT,4,0,1,2,2,1999,13
IT,2,6,3,1,1,1958,16
IT,3,0,1,1,1,1953,13
IT,4,0,1,1,2,1945,8
IT,2,4,1,2,1,1959,17
IT,3,2,3,2,2,2002,77
IT,4,8,1,8,2,1941,5
IT,2,1,1,2,1,7777,15
IT,3,0,1,1,2,1973,8
IT,2,8,1,1,2,1947,5
IT,2,1,1,2,1,1966,77
IT,4,1,3,2,2,2006,10
IT,3,3,1,1,2,1956,10
IT,4,4,2,2,2,1977,16
IT,4,2,2,2,2,1948,8
IT,3,2,1,2,1,1955,77
IT,3,4,1,2,1,1972,16
IT,1,5,1,1,2,1935,5
IT,3,0,1,2,2,1991,13
IT,3,3,1,2,1,1971,14
IT,3,5,1,2,1,1963,77
IT,3,1,2,1,1,2003,13
IT,3,2,2,2,1,1978,13
IT,1,2,1,1,1,1956,88
IT,2,6,1,2,1,1966,8
IT,4,0,1,2,1,1968,11
IT,4,4,1,1,2,1997,13
IT,4,0,2,2,1,2002,13
IT,2,3,1,2,1,1958,13
IT,2,3,1,2,1,1966,8
IT,3,3,1,1,1,1985,15
IT,4,0,1,2,2,1932,5
IT,4,0,1,1,1,1976,8
IT,1,5,2,1,2,1981,17
IT,4,1,1,2,1,7777,8
IT,4,4,3,2,1,2006,11
IT,3,3,1,1,2,1975,16
IT,3,2,3,2,2,2000,13
IT,3,6,1,8,2,7777,8
IT,4,0,3,2,1,2004,8
IT,1,0,1,2,2,1967,13
